交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,價差對單式委託成交量
2023/09/01,XBF,202309  ,-,-,-,-,-,-,0,1.2685,50,-,-,1.3112,1.2251,,一般,,
2023/09/01,XBF,202309  ,1.2679,1.2682,1.2655,1.267,-0.0045,-0.35%,41,-,-,-,-,1.3112,1.2251,,盤後,,
2023/09/01,XBF,202312  ,-,-,-,-,-,-,0,1.2688,2,-,-,1.3024,1.2586,,一般,,
2023/09/01,XBF,202312  ,-,-,-,-,-,-,0,-,-,-,-,1.3024,1.2586,,盤後,,
2023/09/01,XBF,202403  ,-,-,-,-,-,-,0,1.2685,0,-,-,-,-,,一般,,
2023/09/01,XBF,202403  ,-,-,-,-,-,-,0,-,-,-,-,-,-,,盤後,,
2023/09/01,XBF,202406  ,-,-,-,-,-,-,0,1.2673,0,-,-,-,-,,一般,,
2023/09/01,XBF,202406  ,-,-,-,-,-,-,0,-,-,-,-,-,-,,盤後,,
2023/09/01,XAF,202309  ,0.6491,0.6491,0.6459,0.6466,-0.0023,-0.35%,19,0.6483,44,0.6475,0.6491,0.69,0.6379,,一般,,
2023/09/01,XAF,202309  ,0.6479,0.6479,0.6475,0.6478,-0.0011,-0.17%,53,-,-,0.6454,0.6489,0.69,0.6379,,盤後,,
2023/09/01,XAF,202312  ,0.6499,0.6499,0.6498,0.6498,-0.0011,-0.17%,102,0.6498,50,0.649,-,0.6914,0.6447,,一般,,
2023/09/01,XAF,202312  ,-,-,-,-,-,-,0,-,-,-,-,0.6914,0.6447,,盤後,,
2023/09/01,XAF,202403  ,-,-,-,-,-,-,0,0.6514,0,-,-,-,-,,一般,,
2023/09/01,XAF,202403  ,-,-,-,-,-,-,0,-,-,-,-,-,-,,盤後,,
2023/09/01,XAF,202406  ,-,-,-,-,-,-,0,0.6521,0,-,-,-,-,,一般,,
2023/09/01,XAF,202406  ,-,-,-,-,-,-,0,-,-,-,-,-,-,,盤後,,
2023/09/01,UNF,202309  ,15548,15562,15542,15543,44,0.28%,285,15543,2467,15543,15546,16054,12238,,一般,,
2023/09/01,UNF,202309  ,15500,15605,15460,15535,36,0.23%,2926,-,-,15536,15550,16054,12238,,盤後,,
2023/09/01,UNF,202312  ,15758,15758,15738,15738,37,0.24%,30,15738,500,15736,15744,16249,14821,,一般,,
2023/09/01,UNF,202312  ,15686,15793,15673,15743,42,0.27%,113,-,-,15728,15742,16249,14821,,盤後,,
2023/09/01,UNF,202403  ,-,-,-,-,-,-,0,15938,1,15800,16140,15535,12575,,一般,,
2023/09/01,UNF,202403  ,-,-,-,-,-,-,0,-,-,15800,16077,15535,12575,,盤後,,
2023/09/01,UNF,202406  ,-,-,-,-,-,-,0,16082,0,15850,16340,-,-,,一般,,
2023/09/01,UNF,202406  ,-,-,-,-,-,-,0,-,-,15860,16277,-,-,,盤後,,
2023/09/01,UNF,202409  ,-,-,-,-,-,-,0,16227,0,15920,16540,-,-,,一般,,
2023/09/01,UNF,202409  ,-,-,-,-,-,-,0,-,-,15920,16477,-,-,,盤後,,
2023/09/01,UDF,202309  ,34837,34851,34820,34837,-169,-0.48%,98,34837,1039,34837,34844,35817,31878,,一般,,
2023/09/01,UDF,202309  ,35021,35149,34773,34814,-192,-0.55%,849,-,-,34795,34839,35817,31878,,盤後,,
2023/09/01,UDF,202312  ,35148,35173,35144,35173,-152,-0.43%,13,35173,239,35153,35172,36138,32400,,一般,,
2023/09/01,UDF,202312  ,35348,35463,35100,35100,-225,-0.64%,55,-,-,35111,35168,36138,32400,,盤後,,
2023/09/01,UDF,202403  ,-,-,-,-,-,-,0,35517,1,35349,36020,35635,35470,,一般,,
2023/09/01,UDF,202403  ,-,-,-,-,-,-,0,-,-,35239,35970,35635,35470,,盤後,,
2023/09/01,UDF,202406  ,-,-,-,-,-,-,0,35474,2,35643,35919,35217,34554,,一般,,
2023/09/01,UDF,202406  ,-,-,-,-,-,-,0,-,-,35220,36199,35217,34554,,盤後,,
2023/09/01,TX,202309  ,16608,16727,16600,16651,31,0.19%,78439,16651,64613,16650,16652,17386,11969,,一般,,
2023/09/01,TX,202309  ,16614,16669,16534,16564,-56,-0.34%,48467,-,-,16564,16566,17386,11969,,盤後,,
2023/09/01,TX,202310  ,16582,16711,16582,16644,32,0.19%,730,16644,2024,16640,16645,17360,16205,,一般,,
2023/09/01,TX,202310  ,16614,16656,16530,16560,-52,-0.31%,657,-,-,16557,16562,17360,16205,,盤後,,
2023/09/01,TX,202311  ,16598,16705,16598,16631,21,0.13%,54,16640,144,16638,16643,16768,16207,,一般,,
2023/09/01,TX,202311  ,16615,16655,16530,16560,-50,-0.30%,35,-,-,16555,16560,16768,16207,,盤後,,
2023/09/01,TX,202312  ,16596,16680,16596,16608,22,0.13%,31,16617,509,16614,16620,17310,13257,,一般,,
2023/09/01,TX,202312  ,16574,16604,16513,16534,-52,-0.31%,6,-,-,16529,16535,17310,13257,,盤後,,
2023/09/01,TX,202403  ,16605,16621,16605,16615,62,0.37%,3,16584,534,16578,16590,17258,14451,,一般,,
2023/09/01,TX,202403  ,16547,16595,16531,16531,-22,-0.13%,17,-,-,16497,16508,17258,14451,,盤後,,
2023/09/01,TX,202406  ,16542,16542,16540,16540,50,0.30%,3,16525,177,16517,16534,17122,16140,,一般,,
2023/09/01,TX,202406  ,16498,16513,16428,16433,-57,-0.35%,5,-,-,16439,16456,17122,16140,,盤後,,
2023/09/01,TJF,202309  ,2341.5,2353.25,2341.5,2349.25,19.25,0.83%,394,2349.25,119,2340,2351,2353.25,2222.75,,一般,,
2023/09/01,TJF,202310  ,2317.5,2334,2317.5,2328.75,16.75,0.72%,274,2328.75,259,2320,2330,2334,2207.5,,一般,,
2023/09/01,TJF,202312  ,-,-,-,-,-,-,0,2337.75,0,2305,2361,-,-,,一般,,
2023/09/01,TJF,202403  ,-,-,-,-,-,-,0,2307.75,0,2295,2351,-,-,,一般,,
2023/09/01,TJF,202406  ,-,-,-,-,-,-,0,2316.25,1,2278,2331,2227.5,2225,,一般,,
2023/09/01,TGF,202310  ,7540,7540,7523.5,7530,-22,-0.29%,19,7530,175,7522,7560,7560,6640.5,,一般,,
2023/09/01,TGF,202310  ,7544,7560,7530,7530,-22,-0.29%,16,-,-,7525,7560,7560,6640.5,,盤後,,
2023/09/01,TGF,202312  ,7565.5,7565.5,7549,7549,-27,-0.36%,25,7549,53,7547,7595,7577,7525,,一般,,
2023/09/01,TGF,202312  ,-,-,-,-,-,-,0,-,-,7545,7585,7577,7525,,盤後,,
2023/09/01,TGF,202402  ,-,-,-,-,-,-,0,7610,0,7433,7689,-,-,,一般,,
2023/09/01,TGF,202402  ,-,-,-,-,-,-,0,-,-,7436,7689,-,-,,盤後,,
2023/09/01,TGF,202404  ,-,-,-,-,-,-,0,7699.5,0,7393,7729,-,-,,一般,,
2023/09/01,TGF,202404  ,-,-,-,-,-,-,0,-,-,7396,7729,-,-,,盤後,,
2023/09/01,TGF,202406  ,-,-,-,-,-,-,0,7491.5,0,7353,7769,-,-,,一般,,
2023/09/01,TGF,202406  ,-,-,-,-,-,-,0,-,-,7356,7769,-,-,,盤後,,
2023/09/01,TGF,202408  ,-,-,-,-,-,-,0,7570,0,7313,7809,-,-,,一般,,
2023/09/01,TGF,202408  ,-,-,-,-,-,-,0,-,-,7316,7809,-,-,,盤後,,
2023/09/01,TF,202309  ,1623,1639,1622.4,1635.4,12.8,0.79%,643,1636,1853,1635,1637.6,1701.6,1582.6,,一般,,
2023/09/01,TF,202310  ,1637.4,1637.4,1637.4,1637.4,13.6,0.84%,30,1637.4,65,1636.6,1639.4,1638.6,1588.4,,一般,,
2023/09/01,TF,202311  ,-,-,-,-,-,-,0,1642.6,9,1625.8,1665.6,1640,1613,,一般,,
2023/09/01,TF,202312  ,-,-,-,-,-,-,0,1634.8,1,1625.4,1667.6,-,-,,一般,,
2023/09/01,TF,202403  ,-,-,-,-,-,-,0,1632.8,0,1615,1669.6,-,-,,一般,,
2023/09/01,TF,202406  ,-,-,-,-,-,-,0,1630.8,0,1617,1671.6,1645.8,1584.4,,一般,,
2023/09/01,TE,202309  ,816.2,822,815.5,816.25,-1.75,-0.21%,919,816.15,1528,816.1,816.35,850.7,791.5,,一般,,
2023/09/01,TE,202309  ,817.6,820.65,813.8,815.5,-2.5,-0.31%,178,-,-,814.55,815.9,850.7,791.5,,盤後,,
2023/09/01,TE,202310  ,818.2,-,-,818.2,0,0.00%,1,815.7,28,815.5,815.9,832.35,800,,一般,,
2023/09/01,TE,202310  ,818.4,818.4,818.4,818.4,0.2,0.02%,1,-,-,814.05,815.7,832.35,800,,盤後,,
2023/09/01,TE,202311  ,-,-,-,-,-,-,0,816.5,1,805.05,828,-,-,,一般,,
2023/09/01,TE,202311  ,-,-,-,-,-,-,0,-,-,812.85,816.35,-,-,,盤後,,
2023/09/01,TE,202312  ,-,-,-,-,-,-,0,813.35,0,804,827,-,-,,一般,,
2023/09/01,TE,202312  ,-,-,-,-,-,-,0,-,-,799.55,825.9,-,-,,盤後,,
2023/09/01,TE,202403  ,-,-,-,-,-,-,0,811,0,800,824,-,-,,一般,,
2023/09/01,TE,202403  ,-,-,-,-,-,-,0,-,-,784.55,825.9,-,-,,盤後,,
2023/09/01,TE,202406  ,-,-,-,-,-,-,0,809,0,797,822,-,-,,一般,,
2023/09/01,TE,202406  ,-,-,-,-,-,-,0,-,-,784.55,825.9,-,-,,盤後,,
2023/09/01,SPF,202309  ,4521,4521.75,4521,4521.75,-4.75,-0.10%,4,4521.75,244,4521.5,4538.75,4634,3625,,一般,,
2023/09/01,SPF,202309  ,4527.5,4539.5,4520.75,4528,1.5,0.03%,50,-,-,4495,4535,4634,3625,,盤後,,
2023/09/01,SPF,202312  ,-,-,-,-,-,-,0,4572.25,92,4569.25,4588,4683,4410.5,,一般,,
2023/09/01,SPF,202312  ,4575,4584.5,4572.25,4584.5,7.5,0.16%,15,-,-,4543.25,4586,4683,4410.5,,盤後,,
2023/09/01,SPF,202403  ,-,-,-,-,-,-,0,4619.75,0,4554,4687,-,-,,一般,,
2023/09/01,SPF,202403  ,-,-,-,-,-,-,0,-,-,4558,4686,-,-,,盤後,,
2023/09/01,SPF,202406  ,-,-,-,-,-,-,0,4672.75,0,4574,4737,-,-,,一般,,
2023/09/01,SPF,202406  ,-,-,-,-,-,-,0,-,-,4578,4736,-,-,,盤後,,
2023/09/01,SPF,202409  ,-,-,-,-,-,-,0,4707.75,0,4594,4787,-,-,,一般,,
2023/09/01,SPF,202409  ,-,-,-,-,-,-,0,-,-,4598,4786,-,-,,盤後,,
2023/09/01,SOF,202309  ,4149,4204,4149,4184,8,0.19%,65,4184,547,4183,4188,4368,3966,,一般,,
2023/09/01,SOF,202309  ,4162,4175,4147,4149,-27,-0.65%,36,-,-,4149,4158,4368,3966,,盤後,,
2023/09/01,SOF,202310  ,4200,4202,4190,4190,13,0.31%,4,4190,54,4187,4192,4202,3969,,一般,,
2023/09/01,SOF,202310  ,4166,4175,4149,4149,-28,-0.67%,19,-,-,4149,4161,4200,3969,,盤後,,
2023/09/01,SOF,202311  ,-,-,-,-,-,-,0,4157,0,-,-,-,-,,一般,,
2023/09/01,SOF,202311  ,-,-,-,-,-,-,0,-,-,4040,4267,-,-,,盤後,,
2023/09/01,SOF,202312  ,-,-,-,-,-,-,0,4177,3,4114,-,4284,3983,,一般,,
2023/09/01,SOF,202312  ,-,-,-,-,-,-,0,-,-,4080,4307,4284,3983,,盤後,,
2023/09/01,SOF,202403  ,-,-,-,-,-,-,0,4169,0,-,-,-,-,,一般,,
2023/09/01,SOF,202403  ,-,-,-,-,-,-,0,-,-,3960,4347,-,-,,盤後,,
2023/09/01,SOF,202406  ,-,-,-,-,-,-,0,4137,0,-,-,-,-,,一般,,
2023/09/01,SOF,202406  ,-,-,-,-,-,-,0,-,-,3920,4387,-,-,,盤後,,
2023/09/01,SHF,202309  ,139.65,139.75,139.25,139.25,-0.05,-0.04%,56,139.25,54,138.7,139.15,147.8,136.75,,一般,,
2023/09/01,SHF,202310  ,-,-,-,-,-,-,0,139.05,32,138.65,139.1,140.8,138.3,,一般,,
2023/09/01,SHF,202311  ,-,-,-,-,-,-,0,138.4,0,-,-,-,-,,一般,,
2023/09/01,SHF,202312  ,-,-,-,-,-,-,0,145.35,0,-,-,-,-,,一般,,
2023/09/01,SHF,202403  ,-,-,-,-,-,-,0,145.35,0,-,-,-,-,,一般,,
2023/09/01,SHF,202406  ,-,-,-,-,-,-,0,139.1,0,-,-,-,-,,一般,,
2023/09/01,RZF,202309  ,30.79,30.79,30.63,30.74,0.01,0.03%,40,30.74,153,30.59,30.74,31.61,29,,一般,,
2023/09/01,RZF,202310  ,30.79,30.79,30.61,30.7,-0.03,-0.10%,65,30.7,205,30.61,30.72,30.79,29.87,,一般,,
2023/09/01,RZF,202312  ,30.74,30.74,30.74,30.74,0.04,0.13%,1,30.74,18,30.69,31.63,31.07,30,,一般,,
2023/09/01,RZF,202403  ,-,-,-,-,-,-,0,30.72,28,30.15,31.63,31.07,29.88,,一般,,
2023/09/01,RZF,202406  ,-,-,-,-,-,-,0,30.82,148,30.61,31.07,31.07,29.5,,一般,,
2023/09/01,RYF,202309  ,-,-,-,-,-,-,0,15.71,17,15.72,15.76,16.98,15.4,,一般,,
2023/09/01,RYF,202310  ,-,-,-,-,-,-,0,15.76,5,15.72,15.81,15.83,15.66,,一般,,
2023/09/01,RYF,202312  ,-,-,-,-,-,-,0,15.76,2,15.42,16.06,15.6,15.5,,一般,,
2023/09/01,RYF,202403  ,-,-,-,-,-,-,0,15.87,4,15.43,-,17.05,15.99,,一般,,
2023/09/01,RYF,202406  ,15.99,15.99,15.99,15.99,0.02,0.13%,1,15.99,17,15.43,-,17,15.92,,一般,,
2023/09/01,RXF,202309  ,-,-,-,-,-,-,0,13.64,74,13.66,13.71,14.07,12.94,,一般,,
2023/09/01,RXF,202310  ,13.74,13.74,13.74,13.74,0.03,0.22%,1,13.74,56,13.65,13.73,14.04,13.15,,一般,,
2023/09/01,RXF,202312  ,-,-,-,-,-,-,0,13.64,22,13.2,14.17,14.11,13.9,,一般,,
2023/09/01,RXF,202403  ,-,-,-,-,-,-,0,13.86,5,13.2,-,14.06,13.87,,一般,,
2023/09/01,RXF,202406  ,-,-,-,-,-,-,0,13.96,0,13.2,-,-,-,,一般,,
2023/09/01,RWF,202309  ,1465,1500,1400,1405,-60,-4.10%,1358,1400,2471,1400,1405,1560,1225,,一般,,
2023/09/01,RWF,202310  ,1470,1485,1405,1405,-55,-3.77%,59,1400,483,1400,1405,1550,1300,,一般,,
2023/09/01,RWF,202312  ,1465,1465,1440,1440,-30,-2.04%,29,1405,42,1400,1415,1540,1250,,一般,,
2023/09/01,RWF,202403  ,-,-,-,-,-,-,0,1400,3,1350,1415,1440,1265,,一般,,
2023/09/01,RWF,202406  ,-,-,-,-,-,-,0,1400,0,1350,1455,-,-,,一般,,
2023/09/01,RVF,202309  ,346.5,349,344.5,347.5,1,0.29%,96,347.5,694,347,348,380,335.5,,一般,,
2023/09/01,RVF,202310  ,347,348,345.5,347,1,0.29%,4,347,69,347,349,357,336.5,,一般,,
2023/09/01,RVF,202312  ,340.5,346.5,340.5,346.5,1.5,0.43%,2,346.5,42,344.5,358,370,338,,一般,,
2023/09/01,RVF,202403  ,-,-,-,-,-,-,0,346.5,0,335.5,359.5,-,-,,一般,,
2023/09/01,RVF,202406  ,-,-,-,-,-,-,0,347.5,0,335.5,360,-,-,,一般,,
2023/09/01,RUF,202309  ,161.5,163.5,158.5,159.5,-0.5,-0.31%,170,159.5,739,159.5,160,163.5,134.5,,一般,,
2023/09/01,RUF,202310  ,162,163,159.5,159.5,-0.5,-0.31%,102,159.5,181,159,160,163,141.5,,一般,,
2023/09/01,RUF,202312  ,-,-,-,-,-,-,0,159.5,0,154,165,-,-,,一般,,
2023/09/01,RUF,202403  ,-,-,-,-,-,-,0,159.5,0,154,165,-,-,,一般,,
2023/09/01,RUF,202406  ,-,-,-,-,-,-,0,159.5,0,154,165,-,-,,一般,,
2023/09/01,RTF,202309  ,7.255,7.2653,7.248,7.2653,-0.0274,-0.38%,7,7.2607,72,7.2592,7.2622,7.3236,6.654,,一般,,
2023/09/01,RTF,202309  ,-,-,-,-,-,-,0,-,-,7.25,-,7.3236,6.654,,盤後,,
2023/09/01,RTF,202310  ,7.2305,7.2571,7.2305,7.2571,-0.0281,-0.39%,42,7.2528,150,7.2513,7.2543,7.2955,7.2305,,一般,,
2023/09/01,RTF,202310  ,7.2587,7.2638,7.2587,7.2638,-0.0214,-0.29%,22,-,-,-,-,7.2955,7.2581,,盤後,,
2023/09/01,RTF,202312  ,7.2223,7.2223,7.205,7.205,-0.0479,-0.66%,2,7.22,30,7.2185,7.2215,7.2707,6.595,,一般,,
2023/09/01,RTF,202312  ,7.2282,7.2346,7.2282,7.2346,-0.0183,-0.25%,3,-,-,-,7.2346,7.2707,6.595,,盤後,,
2023/09/01,RTF,202403  ,7.1728,7.1728,7.155,7.1682,-0.0351,-0.49%,3,7.1682,5,7.1668,7.1698,7.2032,6.74,,一般,,
2023/09/01,RTF,202403  ,-,-,-,-,-,-,0,-,-,-,-,7.2032,6.74,,盤後,,
2023/09/01,RTF,202406  ,7.1224,7.1224,7.104,7.1212,-0.0336,-0.47%,4,7.118,5,7.116,7.12,7.1505,6.9473,,一般,,
2023/09/01,RTF,202406  ,-,-,-,-,-,-,0,-,-,-,-,7.1505,6.9473,,盤後,,
2023/09/01,RTF,202409  ,7.078,7.078,7.059,7.059,-0.0529,-0.74%,2,7.0734,2,7.0714,7.0754,7.078,6.9658,,一般,,
2023/09/01,RTF,202409  ,-,-,-,-,-,-,0,-,-,-,-,6.9658,6.9658,,盤後,,
2023/09/01,RSF,202309  ,1825,1925,1825,1875,60,3.31%,334,1875,169,1860,1885,2230,1705,,一般,,
2023/09/01,RSF,202310  ,1870,1910,1870,1880,65,3.58%,9,1880,49,1860,1880,1910,1730,,一般,,
2023/09/01,RSF,202312  ,-,-,-,-,-,-,0,1870,0,1795,1960,-,-,,一般,,
2023/09/01,RSF,202403  ,-,-,-,-,-,-,0,1870,0,1795,1960,-,-,,一般,,
2023/09/01,RSF,202406  ,-,-,-,-,-,-,0,1870,0,1795,1960,-,-,,一般,,
2023/09/01,RRF,202309  ,491,494,491,494,8,1.65%,4,494,13,492,495.5,529,478,,一般,,
2023/09/01,RRF,202310  ,-,-,-,-,-,-,0,494,1,491.5,497,495,481,,一般,,
2023/09/01,RRF,202312  ,-,-,-,-,-,-,0,494,3,480,512,482.5,479.5,,一般,,
2023/09/01,RRF,202403  ,-,-,-,-,-,-,0,494,0,476,512,-,-,,一般,,
2023/09/01,RRF,202406  ,-,-,-,-,-,-,0,494.5,0,476,512,-,-,,一般,,
2023/09/01,RQF,202309  ,521,524,521,523,4,0.77%,15,523,16,519,545,535,510,,一般,,
2023/09/01,RQF,202310  ,-,-,-,-,-,-,0,521,1,517,545,526,526,,一般,,
2023/09/01,RQF,202312  ,-,-,-,-,-,-,0,521,1,509,562,535,535,,一般,,
2023/09/01,RQF,202403  ,-,-,-,-,-,-,0,521,0,509,562,-,-,,一般,,
2023/09/01,RQF,202406  ,-,-,-,-,-,-,0,520,0,508,562,-,-,,一般,,
2023/09/01,RQ1,202309  ,-,-,-,-,-,-,0,523,17,-,532,630,510,,一般,,
2023/09/01,RPF,202309  ,-,-,-,-,-,-,0,494,2,-,-,487.5,487.5,,一般,,
2023/09/01,RPF,202310  ,-,-,-,-,-,-,0,494,0,-,-,-,-,,一般,,
2023/09/01,RPF,202312  ,-,-,-,-,-,-,0,494,1,-,-,534,534,,一般,,
2023/09/01,RPF,202403  ,-,-,-,-,-,-,0,494,0,-,-,-,-,,一般,,
2023/09/01,RPF,202406  ,-,-,-,-,-,-,0,494.5,0,-,-,-,-,,一般,,
2023/09/01,ROF,202309  ,108,108,107.5,107.5,1,0.94%,24,107.5,105,107,107.5,119.5,100,,一般,,
2023/09/01,ROF,202310  ,108,108,108,108,1.5,1.41%,1,108,1,107,108,108,108,,一般,,
2023/09/01,ROF,202312  ,-,-,-,-,-,-,0,107.5,2,103.5,111,115.5,113.5,,一般,,
2023/09/01,ROF,202403  ,-,-,-,-,-,-,0,107.5,2,107.5,111,115.5,107.5,,一般,,
2023/09/01,ROF,202406  ,-,-,-,-,-,-,0,107.5,1,103.5,111,112.5,112.5,,一般,,
2023/09/01,RNF,202309  ,200,200,195,195,-3,-1.52%,39,195,194,194.5,195,210,170,,一般,,
2023/09/01,RNF,202310  ,195,195,195,195,-3.5,-1.76%,1,195,34,194.5,195.5,198.5,182.5,,一般,,
2023/09/01,RNF,202312  ,-,-,-,-,-,-,0,195,0,188,201.5,-,-,,一般,,
2023/09/01,RNF,202403  ,-,-,-,-,-,-,0,195,0,188,201.5,-,-,,一般,,
2023/09/01,RNF,202406  ,-,-,-,-,-,-,0,195,0,188,201.5,-,-,,一般,,
2023/09/01,RMF,202309  ,-,-,-,-,-,-,0,523,0,-,-,529,507,,一般,,
2023/09/01,RMF,202310  ,-,-,-,-,-,-,0,521,0,-,-,-,-,,一般,,
2023/09/01,RMF,202312  ,-,-,-,-,-,-,0,521,0,-,-,-,-,,一般,,
2023/09/01,RMF,202403  ,-,-,-,-,-,-,0,521,0,-,-,-,-,,一般,,
2023/09/01,RMF,202406  ,-,-,-,-,-,-,0,520,0,-,-,-,-,,一般,,
2023/09/01,RM1,202309  ,-,-,-,-,-,-,0,523,1,-,-,595,529,,一般,,
2023/09/01,RLF,202309  ,31.1,31.1,30.9,30.9,0.15,0.49%,40,30.9,331,-,31.2,33.6,28.85,,一般,,
2023/09/01,RLF,202310  ,30.8,30.8,30.8,30.8,0.1,0.33%,19,30.8,99,-,31.1,32.3,29.95,,一般,,
2023/09/01,RLF,202312  ,-,-,-,-,-,-,0,30.85,0,-,32.1,-,-,,一般,,
2023/09/01,RLF,202403  ,-,-,-,-,-,-,0,31,0,-,32,-,-,,一般,,
2023/09/01,RLF,202406  ,-,-,-,-,-,-,0,30.85,0,-,32,-,-,,一般,,
2023/09/01,RKF,202309  ,216,216.5,200,202,-14.5,-6.70%,2207,202,2959,201.5,202,226,158,,一般,,
2023/09/01,RKF,202310  ,214,214,201,201,-15,-6.94%,150,201.5,681,201.5,202.5,224,187,,一般,,
2023/09/01,RKF,202312  ,-,-,-,-,-,-,0,201.5,1,194.5,209,191.5,131,,一般,,
2023/09/01,RKF,202403  ,-,-,-,-,-,-,0,200.5,0,194.5,209,179.5,123.5,,一般,,
